feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
1.056288483746123,0.3975277565731539,0.013420485388464291,-0.013283088959023663,-0.9544386262909633,0.5069157201363107,-0.04020473453637896,-0.5019919601812046,1.1064617708120719,-1.2502160258948014,-0.422495895432434,1.0277187487795334,0.31552294092025324,-0.04785892765275731,0.25100354315014656,0.1794141710488413,-1.5166625462859213,-0.3492618853479615,1.6165216545137489,-0.6593241347771676,0
0.5425042296645154,1.2587612397600683,0.48292994517758675,0.6320232236170215,0.47304527283800113,0.10132717686046831,0.6969306349627578,-2.418775467069421,0.11108835130483316,-1.0449250346222516,1.1629025725441393,-0.1471553052168605,0.030948088267830184,-1.5050718742538034,1.0168308890128515,0.6273281202738094,0.5569478823405032,-0.8130228521688223,-0.7736398449381301,0.2235994544459053,0
-0.19992992311841679,0.7429033054335988,-2.070273544513395,0.04117951694893489,0.5136752157933061,-0.6614878852815197,0.0746280098168474,-0.6270365091498449,-0.7295729332203907,-0.40841985013131715,-0.7106919924670108,0.6836183119363326,-0.7349518768353778,-0.9029100070479273,1.7679286668395335,0.9607400118240353,-1.8615133606592003,-0.7647682898525335,0.242462971722711,0.32375506723149367,2
0.16696762333416318,1.460680332129137,-0.6107626557317373,0.10666965536704488,0.7470588278241231,-1.321209231856129,3.096588896142549,0.028565762777586125,0.14198945057559278,1.256878031674922,0.9149553330102238,0.03807801939645913,0.130129438098042,-1.504148530947979,-0.5564657778499762,0.5172102161589602,0.4438928390428866,1.221165750004087,-0.12050105822332462,-1.3872865134308663,0
-1.6522426773534897,0.9669566453448166,0.5446245744993384,0.44943351594726205,0.9210258397309934,-0.47971889676613605,-0.43263751633352826,2.1857306167225743,-0.24657105425957435,0.7351321130540912,0.006381540963314977,-1.8482585300784151,-2.044629003801268,-0.5789842199399048,1.056101251669989,0.7882916566360036,0.9140771642240336,-0.9870461789363153,1.6158724901223136,-0.9648933001863843,2
0.050913695535472876,0.1704009940620113,-1.8858646178642093,-0.3725622805709149,-0.68135160643521,-0.6590596905145408,0.5995786278137535,-0.8605073265053107,-0.6046808501274109,-2.0870692457095164,-0.2941231803761696,-1.0878375477136197,0.07920292868964361,-0.9511080467424646,0.1045422455492162,-0.14468576074234318,1.6720417730423207,0.4972179804531937,-1.839637872562303,-1.2648888441027084,0
0.003197990615288395,-0.5248594603244343,-0.9499957035196952,-0.552750787066322,-0.7721489637119425,0.6533683837958855,-1.071194857868986,1.3332105613800442,0.7520463836188297,0.02050172936766847,0.00031861146506831427,-0.5572813096145531,0.27008441134776406,1.088092463208589,-0.7031564622558137,-1.5333920889187305,0.7032182548567439,0.3243659742438005,-1.1201988014411794,-0.733391370914118,1
0.040307699330247825,0.8949300615655605,0.5910905313252215,-0.1564092787928027,0.7636681497189952,0.40073725369161306,-0.4265996362860371,-0.1247181582364859,-0.1482228888431208,0.5052613431742017,-0.367022614721642,-0.3904091864216335,1.9687573094339588,0.9397354817471042,-0.7606006644251391,0.5709409939421983,0.11835006565517724,0.3915511752600938,0.13734132456510456,1.1896426454852358,0
-1.8494080058784057,-0.3166834879634098,0.5210038966049031,0.4040491665329693,1.798414979164819,-0.8527678625699304,0.046720120264972284,-0.6995692785784218,-1.542192894187223,0.8855273723059548,0.46326956914752015,0.2836784496988527,0.42679019325864453,-0.6854728526884201,-1.0056950873181933,0.037647372169360274,1.161211402411614,1.608077135453547,0.7954327068074329,0.029174426768095948,3
1.9541574337502863,-0.5057467042619367,-1.0589075870566005,1.4816634024625988,1.9625871905307948,0.0036956718478473255,1.0114630354083562,1.341475915530881,-0.742484232538384,-0.4853058353678683,1.230874513154735,1.6850142787085094,0.5628808601743548,-0.8798143535020543,1.9870611116994412,-0.5309708978119645,-0.33513778117145177,0.34233783448962146,1.5541604207147741,0.8539759765522237,1
